seller-sku	asin1	price	quantity
3519_DE	B07TVV8QBT	154.8	0
35200_DE	B00BS9IOBE	25	0
35201_DE	B00JKDSQZO	25	34
35202_DE	B01LNJBA2I	44.69	0
35207_DE	B09M72QTQ5	26.15	5
35209_DE	B07B3WRBCJ	25	0
35214_DE	B00NVXMJZC	25	0
35215_DE	B083QVW152	25	0
35217_DE	B07L8GRFLX	25	17
35219_DE	B07QQ4YTKM	78.9	1
3521_DE	B07V4M6261	25	278
35220_DE	B09D3XCB9T	32.2	25
35224_DE	B086DP7STG	25	319
35228_DE	B00GRQO6YC	285.28	0
35230_DE	B01C35ALAI	25	0
35231_DE	B01G5E0R70	25	0
35232_DE	B07CTWSF5M	15.86	25
3523_DE	B07VBMJHBH	163.55	11
35246_DE	B08FJR6SJ3	25	2
35248_DE	B00K5RY928	62.99	0
35249_DE	B00GW7PRVW	49.15	0
3524_DE	B07VCRX6MP	159.14	22
35253_DE	B0823X211J	35.44	0
35254_DE	B002087SD2	25	0
35255_DE	B00KWYVJAO	67.54	0
35256_DE	B018IOPC5M	25	0
35258_DE	B00B7Z8PMM	66.51	376
35259_DE	B009WK0FM2	41.92	0
35265_DE	B00U0KZDK2	170.02	1758
35267_DE	B00CW8NMIU	25	27
35268_DE	B095CBMV11	25	0
35269_DE	B0BK1G3VSX	25	0
35270_DE	B0BK1JNG5S	25	0
35271_DE	B0BK1MS9NN	25	0
35272_DE	B07D8YJQTZ	25	41
35273_DE	B07DPMG5C3	39.12	0
35275_DE	B005CTIGOG	135.73	0
35277_DE	B0BD38SPPM	40.64	0
3527_DE	B07VDQ5VTG	121.43	2
35281_DE	B08L35CQ2M	25.34	30
35288_DE	B0BB1WKV9N	25	0
3528_DE	B07VDQ7M94	154.34	8
35290_DE	B07V4HQ5K4	84.63	76
35291_DE	B092QWDJF6	84.28	399
35293_DE	B00KHSEFD8	25	4869
35294_DE	B00NGVJZ56	52.8	0
35296_DE	B092R6S16L	116.75	25
35298_DE	B08L326B3S	28.77	1
35300_DE	B07TYNQGKW	25	4
35301_DE	B09YYNCY2J	25	0
35302_DE	B008CQO3W0	53.81	0
35308_DE	B016BOMAPQ	25	0
35311_DE	B086VGLGP4	79.72	14
35312_DE	B00AOVSIBS	25	0
35313_DE	B01CRNKH50	29.65	0
35316_DE	B06XG374KS	96.4	0
3531_DE	B07VDRNK6T	126.89	5
35322_DE	B0B18SCMCQ	932.71	9
35323_DE	B078TTKRGH	25	0
35324_DE	B00O863XWO	25	0
35325_DE	B01LNJBA2I	44.8	0
35326_DE	B0999HJHVY	25	91
35329_DE	B08FJDVT1K	32.61	0
35330_DE	B00AMHN3WS	25	0
35337_DE	B079ZMN5FJ	25	55
35338_DE	B00Y8Z15W0	27.38	10
35339_DE	B07JK2BVS5	38.13	0
35347_DE	B00B3TDTTQ	77.62	0
35349_DE	B001GPA57Q	25	8
35350_DE	B079P7FY69	36.89	9
35351_DE	B088WH9MYN	55.82	0
35352_DE	B09XDHPBPD	42.53	0
35353_DE	B004LSPPUC	25.17	0
35354_DE	B00K73NT0S	25	0
35356_DE	B00IDI2PP4	26.01	4
35357_DE	B00IDI2Q76	25	0
35359_DE	B086LTBCM6	25	30
35361_DE	B0BD2BWCF5	46.61	29
35362_DE	B019LZNP38	155.05	1
35366_DE	B08T9W51CW	25	13
35367_DE	B08T9X4LF7	25	7
3536_DE	B07VXJX4WP	25	22
35370_DE	B06WRTLSP6	25	30
35371_DE	B07MJ3L8ZB	25	20
35372_DE	B0BD8PBH8T	25	4
35373_DE	B00NGSYN3I	25	0
35377_DE	B00BPBK63E	143.17	0
35378_DE	B00BPBK6IE	143.17	0
35379_DE	B0148PDEG4	143.17	0
35380_DE	B016A8T1VE	143.17	0
35382_DE	B07655GRRL	143.17	0
35383_DE	B07656H5RP	143.17	0
35384_DE	B078Y6YCX6	143.17	0
35385_DE	B078Y9WVBS	143.17	0
35386_DE	B07MCC6CNP	143.17	0
35387_DE	B07MLXMFGS	143.17	0
35388_DE	B07MSKYD8P	143.17	0
3538_DE	B07VYKLDBH	25	69
35390_DE	B07XGQN721	25	58
35391_DE	B011OE1478	52.8	0
35393_DE	B0BK1PY2JG	25	0
35395_DE	B0038ISWRY	25	0
35396_DE	B0084B3PEU	25	2
35397_DE	B019M0HWQI	35.38	0
35400_DE	B091Z4LKT1	25	0
35402_DE	B017U4WG3M	78.13	50
35404_DE	B07BZS773B	25	0
35405_DE	B07CF8HC9B	105.97	0
35409_DE	B0BK1773PS	63.39	0
3540_DE	B07X1C8F5Y	201.62	10
35410_DE	B00IDI2MAW	25.99	11
35411_DE	B01LYUKPFU	25	220
35417_DE	B0865S8ZM7	595.76	0
35419_DE	B09XB497QF	25	699
3541_DE	B07XL48F7D	265.2	0
35422_DE	B098M9Q7CL	63.06	0
35424_DE	B00BT2KE6I	93.28	0
35428_DE	B019LZEZGO	25	7
35429_DE	B07R4WH5CZ	45.36	0
35430_DE	B0018M5CMU	25	0
35432_DE	B079YW7532	25	8
35433_DE	B08VNNSJGG	25	6
35434_DE	B00YTJGWF0	25	0
35436_DE	B076NG8CGJ	25	30
3543_DE	B07YKG5CGD	79.05	0
35442_DE	B01AVEFC52	77.62	0
35443_DE	B07SCX1JG6	51.74	0
35445_DE	B0BM9K54WM	50.86	28
35446_DE	B0BMFBRDDF	51.11	10
35447_DE	B09FXQTX86	25	398
3544_DE	B07YQ41447	100.33	0
35450_DE	B00NGT45L2	25	0
35451_DE	B07K1MJSCL	39.64	30
35453_DE	B07MQDRJP5	143.17	0
35454_DE	B07ZJNCQ6T	38.06	30
35455_DE	B07ZJNGNYK	38.06	30
35457_DE	B0BD941KKC	25	880
35458_DE	B09YRXQKFL	25	0
35459_DE	B0BK1Q7YXQ	25	0
3545_DE	B07YRFPZ66	72.11	7
35461_DE	B08L5CT5M8	37.69	11
35462_DE	B01M0TM5YE	25	0
35463_DE	B07DW3DYQX	73.54	0
35465_DE	B00KIV024K	119.25	0
3546_DE	B07YRFTRTH	536.68	0
35470_DE	B098XMJH1J	25	293
35471_DE	B00546QT5A	31.82	30
35472_DE	B0B88HN3YN	25	1
35478_DE	B0047EJDTY	27.1	0
35479_DE	B07D8YY877	25	10
3547_DE	B07YRFV774	27.85	0
35480_DE	B0BDTC589G	111.63	0
35481_DE	B00JOFX0NG	84.6	221
35484_DE	B00DHKOMI6	25	5
35487_DE	B00YTJ9Z18	57.94	0
35488_DE	B076NH1FXP	25	4
3548_DE	B07YRFYK6S	67.67	29
35491_DE	B01LYIY1Z1	25	2089
35493_DE	B09HSLZDCQ	160.43	0
35494_DE	B08GMBJ6F8	25	10
35498_DE	B0BK1GQ1H3	25	0
35499_DE	B00M39WIG0	25	8
35500_DE	B0018LZZBO	25	0
35501_DE	B000WLB5VA	25	0
35502_DE	B00JF3WCFY	25	0
35503_DE	B07WSTT4Y2	288.4	0
35504_DE	B08L17DBXM	78.7	20
35511_DE	B004YDCRR8	138.44	6
35513_DE	B08528J1Y8	99.41	100
35516_DE	B017873D24	25	0
35520_DE	B07YK43XDF	61.85	30
35527_DE	B086LQQ2VP	31.54	30
35528_DE	B087MZT475	25	25
35529_DE	B0BK1KJG15	25	0
35530_DE	B018IOO50U	25	19
35531_DE	B01AVD98WQ	25	0
35532_DE	B078Z8XL7S	25	10
35536_DE	B01LOOJ8QM	67.36	0
35541_DE	B07M7NBJRX	143.17	0
35542_DE	B07T2WFSDT	25	0
35544_DE	B06XC2J2VK	25	0
35546_DE	B00I3JECPE	25	0
35550_DE	B07B436XHP	151.15	2
35551_DE	B07QZ3V7N8	25	0
35552_DE	B08VPZNMNH	26.1	0
35553_DE	B08VQ7SH5G	25.87	0
35554_DE	B08VQJW4SR	25.87	0
35555_DE	B08VQY2TRK	26.08	0
35558_DE	B01LOOJ8QM	67.38	0
35565_DE	B0BC2H65TM	25	689
35566_DE	B0BJDZ4YZR	270.38	1
35567_DE	B079S9MZCQ	25	0
35569_DE	B0BK1LPYGV	25	0
35571_DE	B016BOTA68	25	0
35572_DE	B01LNHY87Y	45.93	25
35574_DE	B09XDKBWR9	25	129
35575_DE	B071LDMRF8	6.85	180
35578_DE	B001E3TRX8	25	0
35579_DE	B0BK1X1WR5	25	0
3557_DE	B07ZD6TW87	247.87	30
35581_DE	B07ZG9KNQ8	25	0
35585_DE	B07RF8C7D3	81.34	0
35587_DE	B07DNF96CX	25	0
35590_DE	B09NDVQ482	36.05	0
35591_DE	B09NDWW9F9	36.05	0
35594_DE	B07CVG1GW5	39.58	0
35595_DE	B07FQZS7L4	62.72	0
35599_DE	B09GKYQNKJ	25	100
355_DE	B00896CQA4	25	0
35600_DE	B09GG5WVFV	25	0
35602_DE	B01I5XV9NK	42.98	300
35603_DE	B001C4OOKK	29.52	30
35604_DE	B07ZNVK6P1	38.06	30
35605_DE	B08P8T7XMZ	25	30
35606_DE	B0BK9JHHCX	38.82	0
35607_DE	B00902E57S	25	0
35608_DE	B01AVE5P36	65.92	0
35609_DE	B07P7PL576	39.56	202
35612_DE	B0856PHSTQ	38.24	12
35613_DE	B09XDJS26Q	123.36	21
35615_DE	B00YWLVXEA	25	15
35619_DE	B08L348NQF	25	21
3561_DE	B07ZNW7JTZ	32.82	56
35620_DE	B08P8SV6XN	97.23	30
35621_DE	B007M7RS4A	65.92	0
35622_DE	B00PS1IOI6	120.11	0
35624_DE	B0BK1KHJ91	25	0
35627_DE	B0B94QK8DN	32.67	0
35628_DE	B0B95B6342	32.67	0
35631_DE	B06XG2GMFG	140.34	0
35634_DE	B076ZWSRQ2	25	0
35635_DE	B0B7LBNFNH	95.5	75
35637_DE	B018GPCELI	25	0
35639_DE	B09N2J3WFT	47.42	0
35643_DE	B07LFY1R6K	29.11	1
35645_DE	B00BKWTVC0	25	0
35647_DE	B007L3ZB4O	92.32	0
35649_DE	B08MYZN12J	36.3	7
3564_DE	B07ZPCTQ8N	14573.2	0
35651_DE	B08WJ75ZCH	25	0
35652_DE	B0BGC82WVW	77.5	0
35653_DE	B001NJCTW4	25	0
35658_DE	B086DPQRDK	25	80
35659_DE	B09V1LMW1H	25	0
35660_DE	B078Y7P615	103.1	10
35661_DE	B07DD68NST	65.16	15
35669_DE	B019KOXGU2	25	999
35670_DE	B01G6SMVWY	25	0
35673_DE	B00PT5YUGG	25	10
35674_DE	B07B3WLV66	59.01	0
35677_DE	B0088LUO54	25	0
35678_DE	B08DP2XNHB	330.76	18
35679_DE	B00B7Z6FNI	25	169
35686_DE	B09R94BLBD	236.03	50
35688_DE	B0BK1CKCLD	30.83	0
3568_DE	B081QBV7FX	225.03	4
35691_DE	B01AVE6ZUI	25	33
35693_DE	B00FKWVZ8E	101.49	0
35694_DE	B00ONA5N2I	26.1	18
35695_DE	B0C5D3QXDC	25	0
35696_DE	B0C5D69VC7	25	0
35697_DE	B0C5D6VWDF	25	0
35698_DE	B0028YDY5O	180.02	6
3569_DE	B081QNM7H1	135.11	22
35700_DE	B099K2KX4L	25	56
35701_DE	B07KZ9R5V6	25	12
35703_DE	B07ZGBL3C9	25	51
35704_DE	B0B5H7B4DV	90.43	3
35707_DE	B08V1D82TW	273.47	0
35708_DE	B0BK1PPN3P	25	0
35709_DE	B0002JT4LA	25	0
3570_DE	B0824ZV5N8	42.84	2
35711_DE	B00BX9M79O	221.46	0
35712_DE	B01N6DJVSN	65.57	0
35715_DE	B07BZRJYPK	109.86	0
35716_DE	B0874W6B83	25	699
35717_DE	B0748JHC2L	25	0
35720_DE	B09K7QBB8N	25	142
35721_DE	B01J5V5HSE	29.78	0
35722_DE	B07TMQ399D	25	666
35723_DE	B0052DLG5S	40.81	24
35724_DE	B0BK1XNHKJ	25	0
35725_DE	B002NR6HAA	108.1	0
35727_DE	B00MU3PB68	25	1150
35728_DE	B019KOXC1U	25	999
3572_DE	B082BB4PHJ	95.06	1
35730_DE	B01M0849QY	25	0
35731_DE	B001Z6FDBO	25	0
35732_DE	B018PBCSW8	268.27	0
35734_DE	B07BZRK4MY	32.07	100
35735_DE	B07B8WXXX6	25	92
35736_DE	B08MSYV89J	25	0
35739_DE	B08L366FDZ	30.5	0
35740_DE	B0BB25DL5X	55.97	0
35744_DE	B0BLZPN2GQ	25	36
35746_DE	B00T4KQFMY	25	13
35749_DE	B00AQ29EHW	25	0
35750_DE	B00EXUC35S	34.74	0
35752_DE	B0888W1S21	25	7
35755_DE	B0B2VF3WY7	25	1
35758_DE	B084CLB7KL	25	28
35761_DE	B007RBNBUG	25	0
35763_DE	B00I8NTCT6	90.13	0
35764_DE	B086PFMXQT	25	61
35768_DE	B00B7ZJWDS	25	145
35770_DE	B01M1FEVTW	25	18
35775_DE	B008ET51I0	25	0
35778_DE	B079ZCRKPV	25	30
35780_DE	B095NH1QJQ	25	29
35784_DE	B00IA2BMRA	25	0
35785_DE	B00IDI2QQW	25	0
35786_DE	B01LZ69SKL	25	1471
3578_DE	B08485J48C	173.63	0
35790_DE	B01D8Q17P4	25	23
35792_DE	B01AVBO62U	25	0
35793_DE	B00DH5TJZM	25	40
35794_DE	B07LGCKRYY	25.52	0
35798_DE	B0028YS72E	27.65	0
357_DE	B008CXLVHS	25.02	0
35800_DE	B01LW5AVFS	25	367
35803_DE	B07FNTKKVV	159.47	0
35804_DE	B07VSRVCVB	36.86	0
35805_DE	B08CBQ4YGY	25	0
35807_DE	B09N7PCJT2	25	36
3580_DE	B084L8SG1Z	44.29	0
35810_DE	B00NGK08Z8	25	0
35811_DE	B01M5JIQ6O	25	30
35812_DE	B06VX5HXMX	25	4
35814_DE	B00YBY2GC6	25	0
35815_DE	B01BHVY484	25	0
35816_DE	B07Q286BGH	81.57	0
35817_DE	B009NTU0A4	25	0
3581_DE	B084L8VQ6N	65.98	1
35820_DE	B00YTJLTCQ	25	0
35822_DE	B0BK15RK8B	68.22	0
35826_DE	B00KRCV69K	25	0
35828_DE	B0767FWLZ8	309.67	10
35831_DE	B009990YFE	25	0
35832_DE	B0B1MD6R8T	38.48	6
35833_DE	B06WD69W3W	25	20
35834_DE	B071VP5TK7	25	2
35837_DE	B0028YSRGA	25	0
35838_DE	B00ECWS8CO	29.5	65
35839_DE	B08HKC3C95	65.71	0
35843_DE	B016A8T50Q	137.5	0
35844_DE	B016A8T62I	137.5	0
35846_DE	B09NCR1ZGK	170.69	5
35849_DE	B083YW8X12	68.69	0
35853_DE	B007MYP5E8	25	30
35854_DE	B01I2A3WWW	25	8
35855_DE	B01M7XSXGY	25	21
35856_DE	B09ZYP37FV	25	1098
35857_DE	B09ZYPHYX2	25	1157
35858_DE	B0041XR5WS	25	0
35859_DE	B00DG78SDU	41.65	23
3585_DE	B084NYQYXJ	1613.5	0
35861_DE	B06Y64CS23	35.94	0
35863_DE	B092QWSTFJ	152.03	260
35864_DE	B095NG5LTK	25	10
35866_DE	B07GPXG6XL	25	161
35868_DE	B00VGDN6F6	55.36	8
3586_DE	B084NYS453	967.85	0
35871_DE	B07WPMSYBT	190.2	6
35874_DE	B08QZVHTBJ	25	0
35878_DE	B00IUNZ8I8	25	0
3587_DE	B084NZ9123	8226.86	0
35881_DE	B0B5GV72GP	25	0
35885_DE	B09RNRDDP9	32.63	8
35888_DE	B0BK1P6X3P	25	0
3588_DE	B084P795HG	1228.64	0
35892_DE	B003GSLDH2	25	0
35893_DE	B09F4P8RHM	111.82	21
35896_DE	B009NTXCIG	25	10
35898_DE	B00JP8O9BY	25	0
35899_DE	B07PC12JTD	25	5
35900_DE	B0BKRDR1VB	82.46	14
35901_DE	B0BXLYZDS2	82.46	13
35902_DE	B09YRYMMY6	25	0
35905_DE	B01EG2838I	25	0
35906_DE	B07HXGVLJ4	25	0
35908_DE	B00EPB8G06	25	0
3590_DE	B084SP8DSV	300.26	98
35912_DE	B00546R0H6	25	1266
35916_DE	B01BGWCC1A	53.9	0
3591_DE	B084TBPWDF	25	29
35920_DE	B09YRZMR48	25	0
35921_DE	B0BK1J4PJF	25	0
35922_DE	B003Z7EU8I	68.64	0
35923_DE	B007KWX55I	356.51	0
35924_DE	B00JKV3NI6	25	6
3592_DE	B084TSHQ5P	112.14	0
35930_DE	B0B8TGFT39	41.82	0
35932_DE	B00KDZH2WG	39.87	0
35933_DE	B01MQMEIF5	25	0
35936_DE	B07F7VGNJW	38.09	13
3593_DE	B0852L63PJ	312.89	5
35940_DE	B09ZRV8TXN	38.64	0
35944_DE	B00HUO9E5G	25	30
35946_DE	B07S875T41	110.48	137
35947_DE	B00BJI9742	25	21978
3594_DE	B0852L7RDK	151.05	2
35950_DE	B01HYP3TLU	25	0
35951_DE	B0BFC8CD2W	121.31	5
35955_DE	B0018L982G	37	0
35956_DE	B07956XSJL	25	1
35958_DE	B014XK76WW	4.91	453
35960_DE	B07PLM9K7W	28.7	4
35962_DE	B07R97K63L	61.08	8
35964_DE	B0028YQA0U	49.26	0
35967_DE	B09YRXKBW9	25	0
35968_DE	B0BK1H42Z4	25	0
3596_DE	B08549SGMB	25	0
35972_DE	B01D8Q1FBU	25	5
35973_DE	B07D8YQ7C6	25	2
35974_DE	B088H8CRC9	25	6
35975_DE	B002085S66	25	0
35976_DE	B07QZ4KCBY	26.93	0
35979_DE	B01GPM3D5U	25	35
3597_DE	B084PZPHTH	1005.8	0
35981_DE	B000WKXI9I	29.05	13
35984_DE	B07L2ZXJX5	35.66	3
35987_DE	B07KGSJRC3	111.55	0
35989_DE	B07K9YS221	25	100
3598_DE	B085LR5M1H	364.53	0
35990_DE	B07R62YDSL	25	268
35991_DE	B00EXU8LEU	42.18	0
35994_DE	B01MYVBVK4	25	18
3599_DE	B085VJ4DYK	112.21	36
359_DE	B008EEO87U	25	0
36001_DE	B000ONS956	25	0
36008_DE	B002NQWPB6	100.96	0
36010_DE	B00BWMUN5W	25	43
36011_DE	B072177M9R	25	0
36014_DE	B01AVDYISA	25	125
36016_DE	B07R4XMJ9N	31.18	0
36017_DE	B092342B6J	25	0
36018_DE	B0BK1TCDYG	25	0
36019_DE	B0BK1TSY9M	25	0
3601_DE	B085Y7CXTS	49.76	6
36020_DE	B003IGHIN0	25	0
36021_DE	B07RC6V2V2	50.02	11
36023_DE	B09GFPB39Y	25	5070
36025_DE	B07H7FYSTP	25	24
36027_DE	B00GQS26XY	25	662
36028_DE	B00HRGTI6W	25	30
36029_DE	B01GJZLDYQ	25	15
3602_DE	B0865MYFBB	29.18	0
36030_DE	B0BB75S34K	26.51	1
36031_DE	B07WNKVRQ6	25	0
36032_DE	B09K7NDGN7	81.23	39
36033_DE	B09Y4KBW18	34.74	0
36034_DE	B004GL25U2	52.93	0
36036_DE	B00BJHRY0M	25	78
36037_DE	B0BF53LXJV	133.47	100
36038_DE	B006QKTS1U	25	0
3603_DE	B086JQ1TV6	38.45	22
36042_DE	B09BJZX4FB	48.67	10
36043_DE	B09G8Y5424	25	10
36044_DE	B0BJ2KV4B7	88.45	2
36047_DE	B07ZG9GY49	25	0
36048_DE	B09X5LRGNS	45.89	5
3604_DE	B086N2CZNH	25	2
36050_DE	B071F55KYD	25	99
36051_DE	B0BK1KHYWR	25	0
36052_DE	B0BK1Q58FM	25	0
36053_DE	B008968NG0	25	0
36054_DE	B07BHBGLZ1	25	2
36059_DE	B00FP1Z36A	25	5
36060_DE	B00FP21NA4	25	1
36062_DE	B00E1RBXF4	25	30
36063_DE	B08ZJFYB9J	133.52	0
36067_DE	B09S152FVH	75.84	0
36068_DE	B0BK1JVB9X	25	0
3606_DE	B086PWNFLT	198.8	169
36072_DE	B07N2YHF8G	25	13
36076_DE	B001ZCEV98	25	0
36079_DE	B08VR5C272	25	0
36080_DE	B009NQES82	25	101
36083_DE	B00GVFH7KO	27.9	0
36085_DE	B07654NF97	134.67	0
36086_DE	B08XR1MRMF	25	30
36088_DE	B0BHHZLF3P	144.61	0
36098_DE	B0BK1NMCCH	25	0
3609_DE	B086Q1QMY2	198.8	169
360_DE	B008EEONWK	25	0
36101_DE	B00SYHKO48	25	0
36103_DE	B01AVDLQ9O	25	0
36106_DE	B0BXLXWHMK	42.57	1
36107_DE	B089RHK7CF	336.43	0
36108_DE	B00ABAY4U6	25	7
36109_DE	B01M0SYLH0	25	586
36110_DE	B07TYNRQXJ	25	0
36112_DE	B07JLGQS9X	203.22	17
36113_DE	B0BK1GJSZ8	25	0
36114_DE	B00LHXCCZ0	25	0
36118_DE	B07YLX74V2	25	19
36119_DE	B0056C58JA	25	0
36121_DE	B01GBNLDUU	25	0
36122_DE	B07D3Y237B	37.86	0
36129_DE	B016A8SYGW	132.9	0
36130_DE	B016A8SZZ2	132.9	0
36131_DE	B08P8SCK7T	25	30
36132_DE	B07D8YJLJZ	25	7
36134_DE	B09JWSSV5G	25	44
36135_DE	B00JHPS75O	25	1033
36138_DE	B07TVC2N6Z	83.28	0
36139_DE	B078NS9YL8	59.18	0
3613_DE	B086Q2CSCW	371.93	44
36140_DE	B07VCS6FT4	25	17
36142_DE	B08L2Z85GQ	61.56	12
36143_DE	B09N9LVXQ4	27.49	0
36150_DE	B01MREKDCB	25	16
36152_DE	B013J7H08A	25	0
36153_DE	B09B6HL6LV	198.69	15
36155_DE	B005JR2Q6K	25	0
36156_DE	B00HQI9KGY	25	0
36157_DE	B00U7FSSRU	25	0
3615_DE	B086Q2MTMR	270.86	39
36161_DE	B0C2QRXMFS	25	739
36162_DE	B00MZ4CTDU	34.46	0
36163_DE	B07CQ7FYMY	28.51	0
36165_DE	B0BK1HHMK8	25	0
36167_DE	B0093RMWC0	47.54	30
36177_DE	B00HDA1EQO	25	0
36178_DE	B01DAIQ3CM	25	0
36179_DE	B0BB1YQT92	25	0
3617_DE	B086Q2ZV6M	273.53	39
36182_DE	B001ZSKKL0	26.93	0
36186_DE	B0085ADOR8	28.7	0
36189_DE	B00IUNL2IS	25	0
3618_DE	B086Q3TX1T	226.23	34
36194_DE	B09H2X1FBX	25	933
36198_DE	B09RQFYSRQ	25	0
3619_DE	B086Q3WSQQ	405.29	25
361_DE	B008F6IIEG	354.7	50
36204_DE	B079ZML5LM	25	65
36208_DE	B0B5GVMKTR	25	0
36209_DE	B019RJF6EY	25	2
3620_DE	B086R8GP36	172.5	38
36212_DE	B08L38R7Y4	25	1
36213_DE	B0BB76VT2C	25	0
36214_DE	B0065FQAHG	126.91	28
36217_DE	B00BJHTJ8M	25	49
36218_DE	B018T7KH58	25	9
3621_DE	B0875S1VB3	1053.46	0
36222_DE	B07XC7QLR8	33.41	19
36226_DE	B0BXLXNQRK	55.76	24
36227_DE	B0C4B6MYDR	25	1104
36228_DE	B07L8GP635	25	0
36229_DE	B0056TYRMW	25	0
36232_DE	B08YB3DTZL	73.23	0
36233_DE	B0B46NBXZN	25	0
36236_DE	B0852B4VWG	122.65	7
36237_DE	B09RBBXG98	25	0
36238_DE	B00546QO00	25	6319
36239_DE	B07K667GRT	25	0
36240_DE	B07ZG9G1P4	32.21	0
36242_DE	B0BK1T1MCQ	64.14	0
36245_DE	B0B5931ZKS	43.86	0
36246_DE	B00AQ28RNE	25	0
36247_DE	B09YRRH4JZ	25	0
36248_DE	B00LGJ9B8G	25	0
36251_DE	B014FEXWHY	25	9
36254_DE	B0916GL6X2	36.47	21
36257_DE	B00P1U0P40	537.06	0
36259_DE	B0B8TDY1S8	36.13	0
36262_DE	B0BJZBYFLH	25	0
36263_DE	B07DTH5396	29.07	0
36265_DE	B00BJI9KGM	25	1357
36266_DE	B09XHSF2JG	25	0
36267_DE	B08HV8B762	25	0
36269_DE	B08FWFPPLY	25	699
3626_DE	B0888WTQGZ	42.84	84
36270_DE	B0018M47EE	25	0
36274_DE	B00B7ZCHI0	25.42	31
36278_DE	B0B3S61FV1	25	0
36279_DE	B008PAEXZK	25	0
3627_DE	B088F66N2K	34.54	0
36281_DE	B0B2D4R81G	25	0
36284_DE	B004FIH8W6	25	0
36290_DE	B001ZPK8D8	25	66
36293_DE	B00YWLX9YW	25	0
36295_DE	B089DDJWKW	25	19
36298_DE	B07D8YX4X6	25	30
36300_DE	B00HD9VGJA	25	0
36301_DE	B07TWFY24Y	54.3	7
36303_DE	B00BJJ2HE8	25	7
36306_DE	B0001AU7R0	25	0
36307_DE	B005HGW3SO	33.31	0
36308_DE	B0BNHYJSGC	25	0
36310_DE	B07Y2DPGV5	25	18
36311_DE	B00T3DK154	25	0
36313_DE	B0BHTW8S85	100.21	11
36318_DE	B00HT2QI94	25	708
36319_DE	B0BK1LM6BD	25	0
3631_DE	B088TQGSJG	29.97	0
36320_DE	B0044Z3JMS	93.28	0
36323_DE	B06XYSXS6L	25	26
36324_DE	B077PPH73R	45.01	0
36326_DE	B07VR1DYX5	25	1
36330_DE	B0BKGRF6B6	650.85	4
36331_DE	B07RW2MKRL	25	0
36336_DE	B08H9P1XTY	25	0
36338_DE	B0BB1XW6H2	25	0
36342_DE	B00IXA2S40	25	0
36343_DE	B0779GGLWN	72.39	5
36344_DE	B00LP6GCK0	25	3365
36345_DE	B0BTJ69HPC	25	121
36346_DE	B008D70534	29.6	4
36347_DE	B07KYZPR7G	25	30
36348_DE	B07N1JGKMF	32.26	0
36349_DE	B083XLNV4K	25.92	0
3634_DE	B08B1C5WWP	25	0
36350_DE	B07D5H439N	25	500
36354_DE	B007QU19TI	25	2
36357_DE	B06WRV119Q	25	60
36358_DE	B01N6KA19N	28.14	0
36359_DE	B09W5N2QDJ	25	0
36360_DE	B00B7ZC0RI	25	61
36362_DE	B0B5VFL4Y7	25	155
36367_DE	B0BK1ZLYXG	25	0
36368_DE	B007MYOMJW	25	18
3636_DE	B08B79JL6R	78.88	3
36371_DE	B08M2MPQ93	60.3	0
36377_DE	B01BSZN9V2	50.43	18
3637_DE	B08B7ZN56C	100.37	0
36381_DE	B07QH888PC	54.16	0
36382_DE	B09T3MMKW5	25	0
36384_DE	B0BXLXZ22S	129.32	30
36385_DE	B0038IUOFM	90.54	11
36386_DE	B00BET1MPS	25	0
36387_DE	B0BK1B5ZXD	25	0
36388_DE	B0BK1J8MCD	25	0
36389_DE	B0C5RVTJJB	25	0
36392_DE	B0C5RXLBLB	25	0
36393_DE	B0C5RXZDDK	25	0
36394_DE	B0C5RYYP19	25	0
36395_DE	B0C5Y436B7	25	0
36399_DE	B0958Y9Q9N	25	0
3639_DE	B08B8TTY2Y	223.71	0
363_DE	B008IDM9Z0	25	1
36401_DE	B09832HW4N	171.61	16
36407_DE	B08HKS9N77	25	0
36408_DE	B00HNFLYUU	25	1065
36410_DE	B09S151356	66.27	0
36412_DE	B079X4TYX5	59.08	0
36418_DE	B01GQAQGT6	25	0
36419_DE	B01LDEGYYM	25	0
3641_DE	B08BR1XDX5	80.71	0
36421_DE	B07R4WYBBP	42.53	0
36422_DE	B0034BDQ9Y	32.61	0
36423_DE	B07ZYZ8XYB	25	0
36424_DE	B0BW13DCHY	25	0
36429_DE	B0C37JRXMW	25.94	0
3642_DE	B08DK23GPR	131.23	29
36432_DE	B07YV3XJ1R	30.06	611
36433_DE	B000ONIQ5Y	25	0
36435_DE	B07GXCSSKY	25	0
36436_DE	B08P346F1L	25	6
36437_DE	B0BKRGDZ43	196.41	0
36438_DE	B009NU5AHG	25	0
36440_DE	B017XSG230	25	0
36441_DE	B01N1V99AI	25	100
36443_DE	B00GVFH84E	33.16	6
36445_DE	B0BXBCZPCT	29.78	20
36447_DE	B08KNSN3Y8	589.17	0
3644_DE	B08DMCN2DD	25	8
36451_DE	B00RLCN8JK	210.72	0
36452_DE	B018IOOB1I	25	0
36453_DE	B079ZM6XNF	25	30
36457_DE	B07313YVML	46.77	34
36458_DE	B07DR86193	46.9	81
36461_DE	B018QSWWVM	25	345
36468_DE	B00BJHWE84	25	28
36469_DE	B00FSDO028	25	0
36470_DE	B071778X9F	48.54	0
36471_DE	B000YC43SY	25	0
36480_DE	B09D2133JQ	25	0
